,Barrio,acc_transito,homicidios,hurto_autos_x,hurto_comercial,hurto_autos_y,hurto_financieras,hurto_motos,conteo_hurto_residencial,conteo_lesiones_personales,conteo_pirateria,hurto_personas
2959,BOSQUE DE SAN ANTONIO LOTE 8 E-1,,,,,,,,,7.0,,
2960,PREDIO SANTA CECILIA E-10,,,,,,,,,6.0,,
2961,JUAN JOSÉ RONDON E-19,,,,,,,,,6.0,,
2962,BOSQUE DE SAN DIEGO E-11,,,,,,,,,6.0,,
2963,LAS MERCEDES II E-10,,,,,,,,,5.0,,
2964,LA ESTANCIA (PREDIO SAN GABRIEL) E-1,,,,,,,,,5.0,,
2965,CIUDAD COOPERATIVA LA LIBERTAD E-1,,,,,,,,,5.0,,
2966,SAGRADA FAMILIA E-4,,,,,,,,,4.0,,
2967,AMAPOLA E-4,,,,,,,,,4.0,,
2968,MIRADOR DE SANTA SOFIA E-18,,,,,,,,,4.0,,
2969,SAN JOAQUÍN DEL VATICANO E-19,,,,,,,,,4.0,,
2970,LA PLAYA - LA VICTORIA E-4,,,,,,,,,4.0,,
2971,ALTOS DEL ROCIO E-19,,,,,,,,,3.0,,
2972,LA GRAN COLOMBIA E-4,,,,,,,,,3.0,,
2973,EL RUBI E-5,,,,,,,,,3.0,,
2974,ALEJANDRO PARDO E-11,,,,,,,,,3.0,,
2975,GENARO RAMIREZ E-7,,,,,,,,,3.0,,
2976,EL REMANSO DE SUBA E-11,,,,,,,,,3.0,,
2977,CEMENTERIO EL RECUERDO E-11,,,,,,,,,3.0,,
2978,CONJUNTO RESIDENCIAL SAN BERNARDO E-1,,,,,,,,,3.0,,
2979,EL VERGEL CHICO E-9,,,,,,,,,3.0,,
2980,SAN PEDRO PREDIO (UNIVERSAL URB.) E-11,,,,,,,,,3.0,,
2981,ANTONETTE E-11,,,,,,,,,3.0,,
2982,CONJUNTO RESIDENCIAL VILLA MARIA E-9,,,,,,,,,3.0,,
2983,EL PORTAL I Y II SECTOR E-7,,,,,,,,,2.0,,
2984,SANTA CATALINA E-15,,,,,,,,,2.0,,
2985,MIRADOR DEL NORTE E-1,,,,,,,,,2.0,,
2986,AEROPUERTO PARQUEADEROS,,,,,,,,,2.0,,
2987,VER.SAN FRANCISCO,,,,,,,,,2.0,,
2988,ARABIA E-4,,,,,,,,,2.0,,
2989,COSTA RICA E-5,,,,,,,,,2.0,,
2990,CAMPO ALEGRE E-1,,,,,,,,,2.0,,
2991,COSTA RICA E-4,,,,,,,,,2.0,,
2992,AVENIDA BARRANQUILLA E-8,,,,,,,,,2.0,,
2993,CONCHITA ALTAMIRA VILLA LUZ E-11,,,,,,,,,2.0,,
2994,EL TUNO E-5,,,,,,,,,2.0,,
2995,EL CORAL E-4,,,,,,,,,2.0,,
2996,MONTES II SECTOR E-16,,,,,,,,,2.0,,
2997,LAS PALMERAS E-8,,,,,,,,,2.0,,
2998,ALMERIA DE SAN LUIS E-11,,,,,,,,,2.0,,
2999,SAN GABRIEL E-11,,,,,,,,,2.0,,
3000,CASALOMA E-5,,,,,,,,,2.0,,
3001,HOSPITAL LA GRANJA E-10,,,,,,,,,2.0,,
3002,SAN ANTONIO MIRADOR E-19,,,,,,,,,2.0,,
3003,URB. FUCHA SEVILLA SUR E-15,,,,,,,,,2.0,,
3004,CARCEL DISTRIAL E-4,,,,,,,,,2.0,,
3005,SANTA MÓNICA E-10,,,,,,,,,2.0,,
3006,EL PORVENIR NORTE - GRANJA NORTE E-11,,,,,,,,,2.0,,
3007,CIUDADELA SAN SIMON E-19,,,,,,,,,2.0,,
3008,ESTACION FERROVIARIA E-14,,,,,,,,,2.0,,
3009,BOSQUES DEL PORTAL E-11,,,,,,,,,2.0,,
3010,DANUBIO DEL SUR E-18,,,,,,,,,2.0,,
3011,FINCA SAN NICOLAS E-7,,,,,,,,,2.0,,
3012,VALPARAISO E-4,,,,,,,,,2.0,,
3013,LA NUBIA,,,,,,,,,1.0,,
3014,JUNCA Y MONTECITOS E-10,,,,,,,,,1.0,,
3015,SANTA HELENA E-19,,,,,,,,,1.0,,
3016,EL PAREJO E-3,,,,,,,,,1.0,,
3017,LA RIVIERA E-7,,,,,,,,,1.0,,
3018,LA ESMERALDA E-19,,,,,,,,,1.0,,
3019,AVIOMAR PARCELACION LA SELVA E-9,,,,,,,,,1.0,,
3020,AGUALINDA E-5,,,,,,,,,1.0,,
3021,CIUDADELA EL OASIS E-5,,,,,,,,,1.0,,
3022,VEREDA EL HATO E-5,,,,,,,,,1.0,,
3023,LAS CANTERAS E-19,,,,,,,,,1.0,,
3024,SAN JAVIER E-7,,,,,,,,,1.0,,
3025,LA RIVERA II SECTOR E-8,,,,,,,,,1.0,,
3026,PORTILLOS DEL CEDRO E-1,,,,,,,,,1.0,,
3027,INESUR (URB. LOS MOLINOS) E-18,,,,,,,,,1.0,,
3028,CALLEJON SANTA BARBARA SUR ORIENTAL E-18,,,,,,,,,1.0,,
3029,RECUERDO E-7,,,,,,,,,1.0,,
3030,MULTISERVITA E-1,,,,,,,,,1.0,,
3031,SAN JOSE E-10,,,,,,,,,1.0,,
3032,MANUEL MEJIA E-8,,,,,,,,,1.0,,
3033,EL RECUERDO SUR E-5,,,,,,,,,1.0,,
3034,CAMELIA SUR IV SECTOR E-16,,,,,,,,,1.0,,
3035,MONASTERIO E-5,,,,,,,,,1.0,,
3036,FLORIDA SUR ALTO E-19,,,,,,,,,1.0,,
3037,URB. EL ROCÍO E-1,,,,,,,,,1.0,,
3038,LOS AZAFRANES E-10,,,,,,,,,1.0,,
3039,LA VEGA SAN BERNARDINO E-7,,,,,,,,,1.0,,
3040,CARACOL E-8,,,,,,,,,1.0,,
3041,EL ROSAL E-18,,,,,,,,,1.0,,
3042,EL TRIUNFO SUR E-19,,,,,,,,,1.0,,
3043,LA ESPERANZA E-18,,,,,,,,,1.0,,
3044,LA PRIMAVERA II E-9,,,,,,,,,1.0,,
3045,VISTA HERMOSA SECTOR EL ESPINAL E-19,,,,,,,,,1.0,,
3046,RESIDENCIAS LA MERCED E-3,,,,,,,,,1.0,,
3047,TORRE EL RELOJ E-11,,,,,,,,,1.0,,
3048,ESPERANZA LA E-11,,,,,,,,,1.0,,
3049,SAN CRISTOBAL VIEJO E-4,,,,,,,,,1.0,,
3050,EL SALITRE PARTE ALTA E-11,,,,,,,,,1.0,,
3051,BODEGAS ALMACENAR E-16,,,,,,,,,1.0,,
3052,LA MILAGROSA E-19,,,,,,,,,1.0,,
3053,FLOREZ E-9,,,,,,,,,1.0,,
3054,ANA MARIA CAICEDO DE LLOREDA E-7,,,,,,,,,1.0,,
3055,PARCELACION EL VERGEL E-8,,,,,,,,,1.0,,
3056,NUEVO HORIZONTE E-11,,,,,,,,,1.0,,
3057,CANTERAS E-5,,,,,,,,,1.0,,
3058,URB. AVENIDA DÉCIMA E-18,,,,,,,,,1.0,,
3059,PARQUE RESIDENCIAL BAVIERA E-3,,,,,,,,,1.0,,
3060,EL CHALET E-11,,,,,,,,,1.0,,
3061,CARTAGENA E-3,,,,,,,,,1.0,,
3062,SILEO - PARCELA LA ESCOCIA E-7,,,,,,,,,1.0,,
3063,EL ROBLE E-1,,,,,,,,,1.0,,
3064,EL PORTAL DEL CASTILLO E-16,,,,,,,,,1.0,,
3065,LUNA PARK I SECTOR E-15,,,,,,,,,1.0,,
3066,EL JARDIN E-1,,,,,,,,,1.0,,
3067,SAN JOAQUIN II E-10,,,,,,,,,1.0,,
3068,CARTAGENA E-4,,,,,,,,,1.0,,
3069,AZUCENA SECTOR EL TRIANGULO E-7,,,,,,,,,1.0,,
3070,PINOS DEL NORTE E-1,,,,,,,,,1.0,,
3071,PORTAL DE LA FONTANA E-11,,,,,,,,,1.0,,
3072,EL CONSUELO E-19,,,,,,,,,1.0,,
3073,EL LLANO ORIENTAL E-7,,,,,,,,,1.0,,
3074,VARGAS VILA E-19,,,,,,,,,1.0,,
3075,PALERMO SUR SAN MARCOS E-18,,,,,,,,,1.0,,
3076,MANUELITA ARLUZ E-11,,,,,,,,,1.0,,
3077,SAN FELIPE EL DORADO E-9,,,,,,,,,1.0,,
3078,EL LAGO DEL PARAISO E-11,,,,,,,,,1.0,,
3079,LA FAYETTE E-11,,,,,,,,,1.0,,
3080,ALFA E-19,,,,,,,,,1.0,,
3081,MEISSEN SIDAUTO E-11,,,,,,,,,1.0,,
3082,PARQUE INDUSTRIAL LA SIERRA E-19,,,,,,,,,1.0,,
3083,PORTALES DE SAN ANTONIO E-10,,,,,,,,,1.0,,
3084,SAN JORGE E-7,,,,,,,,,1.0,,
3085,ESMERALDA E-11,,,,,,,,,1.0,,
3086,VILLA ANITA E-2,,,,,,,,,1.0,,
3087,LA ESPERANZA DE TIBANICA E-7,,,,,,,,,1.0,,
3088,EL PROGRESO II SECTOR E-8,,,,,,,,,1.0,,
3089,MARANTA E-10,,,,,,,,,1.0,,
3090,CAMAVIEJA OCCIDENTAL E-9,,,,,,,,,1.0,,
3091,ALTAMAR E-19,,,,,,,,,1.0,,
3092,SOTAVENTO II SECTOR E-19,,,,,,,,,1.0,,
3093,SAN ISIDRO SUR E-5,,,,,,,,,1.0,,
3094,SANTA ROSA DE LIMA E-3,,,,,,,,,1.0,,
3095,ARIZONA E-5,,,,,,,,,1.0,,
3096,HONTANAR E-2,,,,,,,,,1.0,,
3097,DISTRIBUIDORES EL DORADO E-16,,,,,,,,,1.0,,
3098,SANTA BARBARA TIBABUYES E-11,,,,,,,,,1.0,,
3099,AYACUCHO E-4,,,,,,,,,1.0,,
3100,EL PITE E-1,,,,,,,,,1.0,,
3101,LA CARBONERA E-19,,,,,,,,,1.0,,
3102,SAN ANTONIO DE ESCOCIA II E-7,,,,,,,,,1.0,,
3103,VILLA EL DORADO SAN ANTONIO E-10,,,,,,,,,1.0,,
3104,PUENTE GRANDE EL CHITAL E-9,,,,,,,,,1.0,,
3105,VILLA DOLLY E-7,,,,,,,,,1.0,,
3106,VEREDA MANGUERAS E-5,,,,,,,,,1.0,,
3107,EL JAZMIN SECTOR EL TRIANGULO E-7,,,,,,,,,1.0,,
3108,SURAMERICANA E-8,,,,,,,,,1.0,,
3109,LAS CRUCES E-4,,,,,,,,,1.0,,
3110,PUERTA DE HIERRO LAS ACACIAS E-11,,,,,,,,,1.0,,
3111,ARBOLEDA DE SUBA E-11,,,,,,,,,1.0,,
3112,PREDIO SAN CARLOS E-11,,,,,,,,,1.0,,
3113,SAN CAYETANO (EL BANCO) E-18,,,,,,,,,1.0,,
3114,EL CAUCE E-7,,,,,,,,,1.0,,
3115,PORTAL DEL ENSUEÑO E-19,,,,,,,,,1.0,,
